2023-09-09,19:55:00,2,0.5
2023-09-09,19:54:59,3,0.5
2023-09-09,19:54:49,44,1
2023-09-09,19:54:49,5,0.5
2023-09-09,19:54:35,4,1
2023-09-09,19:54:34,2,1
2023-09-09,19:54:34,3,1
2023-09-09,19:54:33,5,1
2023-09-09,19:54:32,5,0.5
2023-09-09,19:54:26,4,0.5
2023-09-09,19:54:25,2,0.5
2023-09-09,19:54:25,3,0.5
2023-09-09,19:54:11,入口,0.5
2023-09-09,19:54:02,1,0.5
2023-09-09,19:54:00,23,0.5
2023-09-09,19:53:59,44,0.5
2023-09-09,19:53:52,41,0.5
2023-09-09,19:53:51,42,0.5
2023-09-09,19:53:49,5,1
2023-09-09,19:53:48,客厅,1
2023-09-09,19:53:48,6,1
2023-09-09,19:53:46,1,1
2023-09-09,19:53:46,4,1
2023-09-09,19:53:44,44,1
2023-09-09,19:53:44,23,1
2023-09-09,19:53:43,2,1
2023-09-09,19:53:42,3,1
2023-09-09,19:53:38,3,0.5
2023-09-09,19:53:21,42,1
2023-09-09,19:53:20,42,0.5
2023-09-09,19:53:08,43,0.5
2023-09-09,19:53:05,23,0.5
2023-09-09,19:53:05,44,0.5
2023-09-09,19:53:04,2,0.5
2023-09-09,19:53:03,餐厅,0.5
2023-09-09,19:52:52,43,1
2023-09-09,19:52:50,44,1
2023-09-09,19:52:49,23,1
2023-09-09,19:52:48,2,1
2023-09-09,19:52:46,2,0.5
2023-09-09,19:52:45,44,0.5
2023-09-09,19:52:42,4,0.5
2023-09-09,19:52:41,22,0.5
2023-09-09,19:52:41,21,0.5
2023-09-09,19:52:36,23,0.5
2023-09-09,19:52:32,41,1
2023-09-09,19:52:30,44,1
2023-09-09,19:52:30,2,1
2023-09-09,19:52:30,入口,1
2023-09-09,19:52:29,3,1
2023-09-09,19:52:29,42,1
2023-09-09,19:52:26,4,1
2023-09-09,19:52:26,24,1
2023-09-09,19:52:24,22,1
2023-09-09,19:52:22,23,1
2023-09-09,19:52:17,4,0.5
2023-09-09,19:52:16,23,0.5
2023-09-09,19:52:15,22,0.5
2023-09-09,19:52:01,4,1
2023-09-09,19:52:00,23,1
2023-09-09,19:51:59,21,1
2023-09-09,19:51:48,21,0.5
2023-09-09,19:51:48,4,0.5
2023-09-09,19:51:44,23,0.5
2023-09-09,19:51:43,客厅,0.5
2023-09-09,19:51:42,42,0.5
2023-09-09,19:51:41,1,0.5
2023-09-09,19:51:38,6,0.5
2023-09-09,19:51:37,2,0.5
2023-09-09,19:51:37,3,0.5
2023-09-09,19:51:32,21,1
2023-09-09,19:51:31,22,1
2023-09-09,19:51:28,餐厅,1
2023-09-09,19:51:28,23,1
2023-09-09,19:51:26,42,1
2023-09-09,19:51:26,1,1
2023-09-09,19:51:22,44,0.5
2023-09-09,19:51:22,2,1
2023-09-09,19:51:21,2,0.5
2023-09-09,19:51:18,5,0.5
2023-09-09,19:51:08,44,1
2023-09-09,19:51:02,5,1
2023-09-09,19:50:57,2,1
2023-09-09,19:50:48,6,1
2023-09-09,19:50:38,6,0.5
2023-09-09,19:50:32,4,1
2023-09-09,19:50:30,4,0.5
2023-09-09,19:50:22,2,0.5
2023-09-09,19:49:51,6,1
2023-09-09,19:49:47,2,1
2023-09-09,19:49:42,餐厅,0.5
2023-09-09,19:49:25,5,0.5
2023-09-09,19:49:23,6,0.5
2023-09-09,19:49:23,2,0.5
2023-09-09,19:49:23,1,0.5
2023-09-09,19:49:21,42,0.5
2023-09-09,19:49:18,21,0.5
2023-09-09,19:49:18,23,0.5
2023-09-09,19:49:09,5,1
2023-09-09,19:49:07,6,1
2023-09-09,19:49:07,3,1
2023-09-09,19:49:07,客厅,1
2023-09-09,19:49:07,1,1
2023-09-09,19:49:06,42,1
2023-09-09,19:49:04,4,1
2023-09-09,19:49:02,23,1
2023-09-09,19:49:01,21,1
2023-09-09,19:49:01,22,1
2023-09-09,19:48:54,22,0.5
2023-09-09,19:48:52,23,0.5
2023-09-09,19:48:51,21,0.5
2023-09-09,19:48:09,22,1
2023-09-09,19:48:08,21,1
2023-09-09,19:48:08,23,1
2023-09-09,19:47:08,23,0.5
2023-09-09,19:47:08,22,0.5
2023-09-09,19:46:52,23,1
2023-09-09,19:46:48,入口,0.5
2023-09-09,19:46:43,23,0.5
2023-09-09,19:46:42,22,1
2023-09-09,19:46:38,21,0.5
2023-09-09,19:46:35,22,0.5
2023-09-09,19:46:33,4,0.5
2023-09-09,19:46:28,44,0.5
2023-09-09,19:46:28,2,0.5
2023-09-09,19:46:28,43,0.5
2023-09-09,19:46:26,42,0.5
2023-09-09,19:46:26,3,0.5
2023-09-09,19:46:22,21,1
2023-09-09,19:46:19,22,1
2023-09-09,19:46:18,41,0.5
2023-09-09,19:46:17,4,1
2023-09-09,19:46:16,餐厅,1
2023-09-09,19:46:14,44,1
2023-09-09,19:46:14,23,1
2023-09-09,19:46:13,2,1
2023-09-09,19:46:12,43,1
2023-09-09,19:46:10,3,1
2023-09-09,19:46:03,42,1
2023-09-09,19:45:55,3,0.5
2023-09-09,19:45:49,42,0.5
2023-09-09,19:45:40,3,1
2023-09-09,19:45:36,3,0.5
2023-09-09,19:45:27,2,0.5
2023-09-09,19:45:20,3,1
2023-09-09,19:45:16,42,1
2023-09-09,19:45:15,3,0.5
2023-09-09,19:45:12,42,0.5
2023-09-09,19:45:11,2,1
2023-09-09,19:45:00,3,1
2023-09-09,19:44:51,42,1
2023-09-09,19:44:40,42,0.5
2023-09-09,19:44:25,42,1
2023-09-09,19:44:21,客厅,0.5
2023-09-09,19:44:20,41,1
2023-09-09,19:44:17,41,0.5
2023-09-09,19:44:14,23,0.5
2023-09-09,19:44:14,44,0.5
2023-09-09,19:44:14,42,0.5
2023-09-09,19:44:13,43,0.5
2023-09-09,19:44:13,1,0.5
2023-09-09,19:44:11,2,0.5
2023-09-09,19:44:11,4,0.5
2023-09-09,19:44:09,6,0.5
2023-09-09,19:44:09,3,0.5
2023-09-09,19:44:01,41,1
2023-09-09,19:44:00,入口,1
2023-09-09,19:43:59,44,1
2023-09-09,19:43:59,42,1
2023-09-09,19:43:58,23,1
2023-09-09,19:43:58,43,1
2023-09-09,19:43:57,1,1
2023-09-09,19:43:42,4,1
2023-09-09,19:43:40,3,1
2023-09-09,19:43:40,2,1
2023-09-09,19:43:10,2,0.5
2023-09-09,19:43:07,3,0.5
2023-09-09,19:43:00,4,0.5
2023-09-09,19:42:44,2,1
2023-09-09,19:42:44,4,1
2023-09-09,19:42:39,3,1
2023-09-09,19:42:27,6,1
2023-09-09,19:42:14,6,0.5
2023-09-09,19:41:59,3,0.5
2023-09-09,19:41:45,6,1
2023-09-09,19:41:44,3,1
2023-09-09,19:41:39,6,0.5
2023-09-09,19:41:31,3,0.5
2023-09-09,19:41:29,44,0.5
2023-09-09,19:41:28,2,0.5
2023-09-09,19:41:25,5,0.5
2023-09-09,19:41:20,4,0.5
2023-09-09,19:41:14,44,1
2023-09-09,19:41:12,1,0.5
2023-09-09,19:40:57,6,1
2023-09-09,19:40:55,6,0.5
2023-09-09,19:40:50,2,1
2023-09-09,19:40:49,1,1
2023-09-09,19:40:45,5,1
2023-09-09,19:40:45,3,1
2023-09-09,19:40:34,4,1
2023-09-09,19:40:33,6,1
2023-09-09,19:40:26,入口,0.5
2023-09-09,19:40:18,5,0.5
2023-09-09,19:40:16,6,0.5
2023-09-09,19:40:15,1,0.5
2023-09-09,19:40:15,4,0.5
2023-09-09,19:40:14,23,0.5
2023-09-09,19:40:12,2,0.5
2023-09-09,19:40:12,44,0.5
2023-09-09,19:40:12,3,0.5
2023-09-09,19:40:10,42,0.5
2023-09-09,19:40:05,41,0.5
2023-09-09,19:40:04,5,1
2023-09-09,19:40:00,6,1
2023-09-09,19:39:59,客厅,1
2023-09-09,19:39:59,4,1
2023-09-09,19:39:59,1,1
2023-09-09,19:39:57,23,1
2023-09-09,19:39:57,44,1
2023-09-09,19:39:56,3,1
2023-09-09,19:39:56,2,1
2023-09-09,19:39:56,43,1
2023-09-09,19:39:49,3,0.5
2023-09-09,19:39:46,43,0.5
2023-09-09,19:39:30,43,1
2023-09-09,19:39:28,3,1
2023-09-09,19:39:26,3,0.5
2023-09-09,19:39:00,餐厅,0.5
2023-09-09,19:38:55,41,1
2023-09-09,19:38:51,2,0.5
2023-09-09,19:38:50,41,0.5
2023-09-09,19:38:36,2,1
2023-09-09,19:38:30,41,1
2023-09-09,19:38:26,41,0.5
2023-09-09,19:38:23,2,0.5
2023-09-09,19:38:23,44,0.5
2023-09-09,19:38:22,43,0.5
2023-09-09,19:38:20,4,0.5
2023-09-09,19:38:19,22,0.5
2023-09-09,19:38:19,23,0.5
2023-09-09,19:38:19,21,0.5
2023-09-09,19:38:10,41,1
2023-09-09,19:38:08,44,1
2023-09-09,19:38:08,入口,1
2023-09-09,19:38:08,2,1
2023-09-09,19:38:07,42,1
2023-09-09,19:38:06,43,1
2023-09-09,19:38:04,4,1
2023-09-09,19:38:03,23,1
2023-09-09,19:38:02,22,1
2023-09-09,19:38:02,21,1
2023-09-09,19:36:24,21,0.5
2023-09-09,19:36:24,23,0.5
2023-09-09,19:36:24,22,0.5
2023-09-09,19:36:08,23,1
2023-09-09,19:36:08,21,1
2023-09-09,19:36:07,22,1
2023-09-09,19:35:56,22,0.5
2023-09-09,19:34:30,22,1
2023-09-09,19:34:26,4,0.5
2023-09-09,19:34:25,22,0.5
2023-09-09,19:34:24,21,0.5
2023-09-09,19:34:24,23,0.5
2023-09-09,19:34:10,4,1
2023-09-09,19:34:08,23,1
2023-09-09,19:33:54,21,1
2023-09-09,19:33:53,22,1
2023-09-09,19:33:46,21,0.5
2023-09-09,19:33:43,22,0.5
2023-09-09,19:33:29,21,1
2023-09-09,19:33:26,22,1
2023-09-09,19:33:06,22,0.5
2023-09-09,19:32:43,客厅,0.5
2023-09-09,19:32:35,21,0.5
2023-09-09,19:32:31,23,0.5
2023-09-09,19:32:30,43,0.5
2023-09-09,19:32:30,42,0.5
2023-09-09,19:32:29,1,0.5
2023-09-09,19:32:27,2,0.5
2023-09-09,19:32:24,4,0.5
2023-09-09,19:32:24,3,0.5
2023-09-09,19:32:22,6,0.5
2023-09-09,19:32:19,21,1
2023-09-09,19:32:16,22,1
2023-09-09,19:32:16,餐厅,1
2023-09-09,19:32:15,23,1
2023-09-09,19:32:14,42,1
2023-09-09,19:32:14,43,1
2023-09-09,19:32:13,1,1
2023-09-09,19:32:12,2,1
2023-09-09,19:32:08,4,1
2023-09-09,19:32:01,4,0.5
2023-09-09,19:31:54,3,1
2023-09-09,19:31:45,3,0.5
2023-09-09,19:31:35,6,1
2023-09-09,19:31:29,3,1
2023-09-09,19:31:27,3,0.5
2023-09-09,19:31:27,2,0.5
2023-09-09,19:31:27,6,0.5
2023-09-09,19:31:11,1,0.5
2023-09-09,19:31:01,5,0.5
2023-09-09,19:30:55,1,1
2023-09-09,19:30:46,5,1
2023-09-09,19:30:44,3,1
2023-09-09,19:30:44,2,1
2023-09-09,19:30:43,6,1
2023-09-09,19:30:43,4,1
2023-09-09,19:30:37,4,0.5
2023-09-09,19:30:30,3,0.5
2023-09-09,19:30:29,6,0.5
2023-09-09,19:30:14,3,1
2023-09-09,19:30:13,6,1
2023-09-09,19:30:13,4,1
2023-09-09,19:30:02,4,0.5
2023-09-09,19:29:59,2,0.5
2023-09-09,19:29:59,6,0.5
2023-09-09,19:29:55,3,0.5
2023-09-09,19:29:46,4,1
2023-09-09,19:29:43,2,1
2023-09-09,19:29:43,6,1
2023-09-09,19:29:33,4,0.5
2023-09-09,19:29:33,3,1
2023-09-09,19:29:31,2,0.5
2023-09-09,19:29:30,6,0.5
2023-09-09,19:29:30,3,0.5
2023-09-09,19:29:17,5,0.5
2023-09-09,19:29:07,2,1
2023-09-09,19:29:00,2,0.5
2023-09-09,19:28:30,4,1
2023-09-09,19:28:27,4,0.5
2023-09-09,19:28:02,5,1
2023-09-09,19:27:59,5,0.5
2023-09-09,19:27:51,2,1
2023-09-09,19:27:46,2,0.5
2023-09-09,19:27:25,2,1
2023-09-09,19:27:23,2,0.5
2023-09-09,19:27:22,3,1
2023-09-09,19:27:20,3,0.5
2023-09-09,19:27:19,6,1
2023-09-09,19:27:13,6,0.5
2023-09-09,19:26:56,6,1
2023-09-09,19:26:55,6,0.5
2023-09-09,19:26:36,5,1
2023-09-09,19:26:31,2,1
2023-09-09,19:26:23,6,1
2023-09-09,19:26:22,2,0.5
2023-09-09,19:26:21,6,0.5
2023-09-09,19:26:12,44,0.5
2023-09-09,19:25:57,44,1
2023-09-09,19:25:48,2,1
2023-09-09,19:25:47,4,1
2023-09-09,19:25:45,6,1
2023-09-09,19:25:44,3,1
2023-09-09,19:25:41,4,0.5
2023-09-09,19:25:41,2,0.5
2023-09-09,19:25:41,3,0.5
2023-09-09,19:25:36,6,0.5
2023-09-09,19:25:26,2,1
2023-09-09,19:25:25,4,1
2023-09-09,19:25:22,2,0.5
2023-09-09,19:25:20,6,1
2023-09-09,19:25:20,4,0.5
2023-09-09,19:25:17,6,0.5
2023-09-09,19:25:04,4,1
2023-09-09,19:25:03,3,1
2023-09-09,19:25:01,6,1
2023-09-09,19:25:01,2,1
2023-09-09,19:24:59,4,0.5
2023-09-09,19:24:55,6,0.5
2023-09-09,19:24:55,3,0.5
2023-09-09,19:24:54,2,0.5
2023-09-09,19:24:43,4,1
2023-09-09,19:24:30,5,0.5
2023-09-09,19:24:30,44,0.5
2023-09-09,19:24:30,4,0.5
2023-09-09,19:24:16,2,1
2023-09-09,19:24:16,6,1
2023-09-09,19:24:15,44,1
2023-09-09,19:24:15,5,1
2023-09-09,19:24:14,3,1
2023-09-09,19:24:14,3,0.5
2023-09-09,19:24:11,5,0.5
2023-09-09,19:23:58,3,1
2023-09-09,19:23:56,3,0.5
2023-09-09,19:23:41,3,1
2023-09-09,19:23:40,5,1
2023-09-09,19:23:29,5,0.5
2023-09-09,19:23:14,入口,0.5
2023-09-09,19:23:14,4,1
